,ID,A1,A2,A3,A4,A5,Score,Sentence_ID,Head,Tail,Head_tags,Tail_tags,Noun_pair,Head_noun_lemmatised,Tail_noun_lemmatised,Common_adjectives
1017,1487__mix_21__power_23,1,1,1,0,0,0.490199202264,1487,mix,power,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,mix,power,{'icy'}
1026,6406__teacher_3__cover_7,1,0,0,0,0,0.123505676166,6406,teacher,cover,{'NOUN'},"{'NOUN', 'VERB'}",True,teacher,cover,{'bright'}
1027,8456__world_8__cold_4,3,1,1,0,0,0.480145791253,8456,cold,world,"{'ADV', 'ADJ', 'NOUN'}",{'NOUN'},True,cold,world,{'icy'}
1043,6461__health_9__impact_5,1,1,1,1,0,0.544427738548,6461,impact,health,{'NOUN'},{'NOUN'},True,impact,health,{'clear'}
1048,7046__election_22__cast_17,2,1,0,0,0,0.347635391534,7046,cast,election,"{'NOUN', 'VERB'}",{'NOUN'},True,cast,election,{'brilliant'}
1059,9448__mind_4__change_2,1,1,1,1,0,0.521914874054,9448,change,mind,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,change,mind,{'clear'}
1061,2513__approach_6__deals_3,1,1,1,0,0,0.38252384674,2513,deals,approach,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,deal,approach,"{'solid', 'weak'}"
1062,3550__support_8__withdrawal_5,2,1,1,0,0,0.41180720609,3550,withdrawal,support,{'NOUN'},"{'NOUN', 'VERB'}",True,withdrawal,support,{'heavy'}
1068,2974__statement_11__issue_9,2,1,1,1,0,0.528191600053,2974,statement,issue,{'NOUN'},"{'NOUN', 'VERB'}",True,statement,issue,"{'heated', 'murky', 'clear', 'bitter', 'weak'}"
1071,149__words_4__control_3,3,3,2,1,0,1.12092880829,149,control,words,"{'NOUN', 'VERB'}",{'NOUN'},True,control,word,{'brilliant'}
1090,4483__assessments_9__deal_17,2,2,0,0,0,0.335241280862,4483,deal,assessments,"{'NOUN', 'VERB'}",{'NOUN'},True,deal,assessment,{'rough'}
1108,3079__prospect_26__return_23,2,1,1,1,0,0.662852827543,3079,return,prospect,"{'ADJ', 'NOUN', 'VERB'}",{'NOUN'},True,return,prospect,"{'solid', 'strong'}"
1115,2561__function_14__transfer_12,2,1,1,1,0,0.625886857569,2561,transfer,function,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,transfer,function,{'smooth'}
1119,8542__police_9__run_12,1,1,1,1,0,0.492585015528,8542,run,police,"{'NOUN', 'VERB'}",{'NOUN'},True,run,police,{'clean'}
1143,8307__playing_8__fire_10,2,1,1,1,1,0.776696409127,8307,fire,playing,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,fire,playing,"{'brilliant', 'heavy'}"
1155,2129__week_15__turnover_17,2,1,0,0,0,0.33019903731,2129,week,turnover,{'NOUN'},{'NOUN'},True,week,turnover,{'heavy'}
1174,6876__language_4__talking_9,2,1,0,0,0,0.329692581076,6876,language,talking,{'NOUN'},"{'NOUN', 'VERB'}",True,language,talking,"{'sweet', 'soft'}"
1186,1556__silence_13__game_11,3,2,2,2,1,1.30941820607,1556,game,silence,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,game,silence,{'cold'}
1208,5523__fingers_8__move_13,1,0,0,0,0,0.128434063593,5523,move,fingers,"{'NOUN', 'VERB'}",{'NOUN'},True,move,finger,{'smooth'}
1223,6383__choices_14__pupils_10,1,1,0,0,0,0.260802736669,6383,pupils,choices,{'NOUN'},{'NOUN'},True,pupil,choice,"{'brilliant', 'bright'}"
1262,3685__association_9__hand_15,1,0,0,0,0,0.149218833197,3685,hand,association,"{'NOUN', 'VERB'}",{'NOUN'},True,hand,association,"{'strong', 'weak'}"
1264,6725__technique_61__canvas_57,2,1,1,0,0,0.407857499647,6725,canvas,technique,{'NOUN'},{'NOUN'},True,canvas,technique,{'rough'}
1271,1852__field_17__network_4,2,1,1,0,0,0.370467441431,1852,field,network,"{'NOUN', 'VERB'}",{'NOUN'},True,field,network,{'murky'}
1297,972__home_12__retreat_10,2,2,1,1,1,0.75817960378,972,retreat,home,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,retreat,home,{'sweet'}
1299,4621__smile_15__corner_18,1,1,0,0,0,0.239714920179,4621,smile,corner,"{'NOUN', 'VERB'}",{'NOUN'},True,smile,corner,"{'soft', 'warm', 'cold'}"
1306,2545__result_31__form_27,1,1,1,1,0,0.550512635412,2545,form,result,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,form,result,"{'dim', 'soft'}"
1307,1465__economies_48__partners_34,2,1,1,1,0,0.531665020385,1465,partners,economies,{'NOUN'},{'NOUN'},True,partner,economy,{'solid'}
1313,3482__moment_3__pattern_8,2,0,0,0,0,0.203481758992,3482,moment,pattern,{'NOUN'},"{'NOUN', 'VERB'}",True,moment,pattern,{'heavy'}
1357,3145__officers_2__rules_12,3,1,0,0,0,0.267965709937,3145,rules,officers,"{'NOUN', 'VERB'}",{'NOUN'},True,rule,officer,{'brilliant'}
1360,6582__action_10__balance_8,2,1,1,1,1,0.63916045069,6582,action,balance,{'NOUN'},"{'NOUN', 'VERB'}",True,action,balance,{'rough'}
1378,1974__ride_40__closing_44,2,1,0,0,0,0.271914011352,1974,ride,closing,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,ride,closing,{'smooth'}
1385,8188__reading_2__lines_5,3,2,2,1,1,0.967448203496,8188,reading,lines,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,reading,line,{'bright'}
1419,844__object_29__defeats_27,2,2,1,1,1,0.983328090516,844,defeats,object,{'NOUN'},"{'NOUN', 'VERB'}",True,defeat,object,{'heavy'}
1420,833__child_12__drawing_14,2,2,1,1,1,0.76855199213,833,child,drawing,{'NOUN'},"{'ADJ', 'NOUN', 'VERB'}",True,child,drawing,{'rough'}
1442,7031__resistance_11__campaign_9,2,2,2,1,1,0.741874847999,7031,resistance,campaign,"{'X', 'NOUN'}","{'NOUN', 'VERB'}",True,resistance,campaign,"{'heavy', 'bitter'}"
1453,2653__approach_3__form_22,2,2,1,0,0,0.691657615447,2653,form,approach,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,form,approach,"{'soft', 'smooth'}"
1465,6574__staff_5__backgrounds_10,2,0,0,0,0,0.157837707274,6574,backgrounds,staff,{'NOUN'},"{'NOUN', 'VERB'}",True,background,staff,{'bright'}
1466,3154__punishment_29__approach_27,2,1,1,1,1,0.682883394413,3154,approach,punishment,"{'NOUN', 'VERB'}",{'NOUN'},True,approach,punishment,{'soft'}
1472,1263__night_15__move_10,1,1,1,0,0,0.459284002183,1263,move,night,"{'NOUN', 'VERB'}",{'NOUN'},True,move,night,{'sweet'}
1500,3472__society_21__offer_16,2,1,1,0,0,0.404481110325,3472,offer,society,"{'NOUN', 'VERB'}",{'NOUN'},True,offer,society,"{'sweet', 'shallow', 'cold'}"
1504,712__circle_13__wheel_9,2,1,1,0,0,0.387822050535,712,circle,wheel,"{'NOUN', 'VERB'}",{'NOUN'},True,circle,wheel,{'smooth'}
1517,1949__courts_16__tussle_13,2,2,1,1,0,0.657759040122,1949,tussle,courts,{'NOUN'},"{'NOUN', 'VERB'}",True,tussle,court,{'bitter'}
1520,580__societies_19__deal_22,2,1,0,0,0,0.272653307846,580,societies,deal,{'NOUN'},"{'NOUN', 'VERB'}",True,society,deal,"{'rough', 'sweet', 'weak', 'clean'}"
1522,526__faith_36__hand_33,2,1,1,0,0,0.425369825757,526,hand,faith,"{'NOUN', 'VERB'}",{'NOUN'},True,hand,faith,"{'strong', 'cold', 'weak'}"
1527,3752__field_9__challenges_4,0,0,0,0,0,0.153615485052,3752,challenges,field,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,challenge,field,"{'rough', 'clear', 'deep'}"
1536,6324__tests_12__pupils_15,1,1,0,0,0,0.248680395805,6324,tests,pupils,"{'NOUN', 'VERB'}",{'NOUN'},True,test,pupil,{'brilliant'}
1551,6695__operators_8__hand_6,1,1,1,0,0,0.391475227776,6695,hand,operators,"{'NOUN', 'VERB'}",{'NOUN'},True,hand,operator,{'smooth'}
1556,5465__party_2__scene_3,2,1,1,1,0,0.456497961805,5465,party,scene,"{'NOUN', 'VERB'}",{'NOUN'},True,party,scene,"{'bitter', 'jolly'}"
1557,11000__bit_11__hand_5,3,0,0,0,0,0.256541870699,11000,bit,hand,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,bit,hand,{'rough'}
1566,7034__organization_2__advances_6,2,1,0,0,0,0.316710899684,7034,organization,advances,{'NOUN'},"{'NOUN', 'VERB'}",True,organization,advance,"{'solid', 'smooth'}"
1574,6463__matters_23__approach_21,2,1,1,1,1,0.757488645912,6463,approach,matters,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,approach,matter,{'soft'}
1623,1918__support_31__form_26,1,1,1,0,0,0.391318173743,1918,form,support,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,form,support,{'soft'}
1647,4516__data_2__sources_3,1,1,1,1,0,0.535425775213,4516,data,sources,{'NOUN'},{'NOUN'},True,data,source,{'bright'}
1690,2070__holiday_27__plans_28,2,1,1,1,1,0.617167241115,2070,holiday,plans,{'NOUN'},"{'NOUN', 'VERB'}",True,holiday,plan,"{'brilliant', 'rough'}"
1691,7088__press_10__support_29,1,0,0,0,0,0.17286548854,7088,press,support,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,press,support,{'shallow'}
1700,143__film_13__scores_14,2,2,2,1,1,0.701382269067,143,film,scores,"{'NOUN', 'VERB'}",{'NOUN'},True,film,score,{'brilliant'}
1709,2644__uncertainty_16__grounds_14,3,3,1,1,0,0.692522696799,2644,grounds,uncertainty,{'NOUN'},{'NOUN'},True,ground,uncertainty,{'deep'}
1715,1341__images_18__ribbon_4,3,0,0,0,0,0.168107382258,1341,images,ribbon,{'NOUN'},{'NOUN'},True,image,ribbon,{'bright'}
1738,3086__pain_10__deal_8,2,1,1,1,0,0.743808892786,3086,pain,deal,{'NOUN'},"{'NOUN', 'VERB'}",True,pain,deal,{'sweet'}
1749,4559__techniques_40__operations_38,2,2,1,0,0,0.505458263792,4559,operations,techniques,{'NOUN'},{'NOUN'},True,operation,technique,"{'brilliant', 'clean'}"
1779,2984__plastic_32__reflectors_34,2,1,1,0,0,0.41180720609,2984,plastic,reflectors,"{'ADJ', 'NOUN'}",{'NOUN'},True,plastic,reflector,{'bright'}
1793,7083__guarantee_9__support_14,2,1,1,1,0,0.525075354053,7083,support,guarantee,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,support,guarantee,{'clear'}
1797,110__wave_37__ride_34,2,2,2,1,1,0.83041787775,110,ride,wave,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,ride,wave,{'smooth'}
1800,3197__exercises_26__materials_7,1,0,0,0,0,0.161833212282,3197,exercises,materials,"{'NOUN', 'VERB'}",{'NOUN'},True,exercise,material,"{'heavy', 'soft'}"
1802,5352__desire_6__feed_7,2,2,1,1,0,0.718912958914,5352,desire,feed,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,desire,feed,{'sweet'}
1833,6190__sense_13__attitudes_19,2,1,0,0,0,0.306734593736,6190,sense,attitudes,"{'NOUN', 'VERB'}",{'NOUN'},True,sense,attitude,{'deep'}
1836,1773__demand_16__call_23,2,2,1,0,0,0.38693673203,1773,demand,call,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,demand,call,"{'heated', 'clear'}"
1864,6247__change_19__performance_22,1,1,1,0,0,0.403942642611,6247,change,performance,"{'NOUN', 'VERB'}",{'NOUN'},True,change,performance,{'smooth'}
1887,7011__leadership_9__recovery_3,3,1,1,0,0,0.353453535416,7011,recovery,leadership,"{'ADJ', 'NOUN'}",{'NOUN'},True,recovery,leadership,"{'brilliant', 'solid', 'clear', 'strong', 'soft', 'weak'}"
1901,2653__approach_3__law_8,1,1,0,0,0,0.294767497678,2653,approach,law,"{'NOUN', 'VERB'}",{'NOUN'},True,approach,law,"{'soft', 'weak'}"
1923,6363__offer_18__answers_22,1,1,1,0,0,0.38252384674,6363,offer,answers,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,offer,answer,"{'brilliant', 'solid', 'clear'}"
1925,5779__starts_5__bit_4,1,1,1,0,0,0.490199202264,5779,bit,starts,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,bit,start,{'rough'}
1932,4657__girls_11__model_10,3,1,1,1,0,0.56937607768,4657,model,girls,"{'ADJ', 'NOUN', 'VERB'}",{'NOUN'},True,model,girl,"{'fat', 'candid', 'sexy', 'smiling', 'hot', 'gorgeous', 'attractive'}"
1936,1506__wage_20__breaks_22,2,1,1,0,0,0.402477550732,1506,wage,breaks,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,wage,break,{'bitter'}
1987,3195__conditions_6__covers_5,2,1,1,1,1,0.679489270806,3195,covers,conditions,"{'NOUN', 'VERB'}",{'NOUN'},True,cover,condition,{'bright'}
2003,1477__consequences_8__cuts_12,3,1,1,0,0,0.67996755208,1477,cuts,consequences,"{'NOUN', 'VERB'}",{'NOUN'},True,cut,consequence,{'clear'}
2004,6581__experience_16__preserve_14,2,1,1,0,0,0.416266590556,6581,preserve,experience,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,preserve,experience,{'sweet'}
2033,809__poet_20__sense_23,3,2,2,1,1,0.938739138607,809,poet,sense,{'NOUN'},"{'NOUN', 'VERB'}",True,poet,sense,{'bright'}
2062,1619__defeat_15__margins_13,2,2,2,1,0,0.681630377104,1619,margins,defeat,{'NOUN'},"{'NOUN', 'VERB'}",True,margin,defeat,{'heavy'}
